"HostelName","Station","dist","lat_station","lng_station"
"Khaosan World Asakusa RYOKAN & HOSTEL","Tawaramachi",0.536109671962749,35.709842,139.7907747
"Khaosan World Ryogoku Hostel","Kiyosumi-shirakawa",1.37763350585617,35.6820467,139.7987913
"Little Japan","Naka-okachimachi",0.931086085450972,35.7064914,139.7761952
"Lyuro Tokyo Kiyosumi -The Share Hotels-","Suitengumae",0.603823603953554,35.6825022,139.7855703
"MyCUBE by MYSTAYS Asakusa-Kuramae","Tawaramachi",0.682505513732532,35.709842,139.7907747
"Nadeshiko Hotel Shibuya (Female Only)","Shibuya",0.848273231437849,35.65820823,139.7015607
"Nihonbashi Muromachi BAY HOTEL","Mitsukoshimae",0.453024310787591,35.6849915,139.7715442
"Nui. Hostel & Bar Lounge","Tawaramachi",0.7032818659115,35.709842,139.7907747
"Oak Hostel Zen","Iriya",0.409899347414971,35.7215633,139.7854523
"Oak Hotel Edo","Kiyosumi-shirakawa",0.652713864434402,35.6820467,139.7987913
"Oakhostel Cabin","Suitengumae",0.495944538526693,35.6825022,139.7855703
"Oakhostel Fuji","Asakusa",0.517878141129623,35.71085336,139.7978265
"Oakhostel Sakura","Oshiage",0.404218515697065,35.7106447,139.8132275
"Obi Hostel","Kodemmacho",0.318621695620123,35.6913621,139.7784791
"Planetyze Hostel","Kodemmacho",0.763491879035358,35.6913621,139.7784791
"Quality Hostel K's House Tokyo Oasis","Asakusa",0.672676236062116,35.71085336,139.7978265
"Retrometro Backpackers","Tawaramachi",0.390100956335135,35.709842,139.7907747
"RYOKAN＆HOSTEL WASABI Nippori","Nishi-nippori",0.949057190442507,35.7325993,139.767211
"Sakura Hostel Asakusa","Asakusa",0.635399781154201,35.71085336,139.7978265
"Sakura Hotel Ikebukuro","Ikebukuro",0.267572628816173,35.7312289,139.7084087
"Sakura Hotel Nippori","Sendagi",0.30118889121765,35.7255677,139.7632458
"Sheena and Ippei","Kanamecho",0.790835851614557,35.7332567,139.6978942
"Shibamata FU-TEN Bed and Local","Kita-ayase",4.55752578395584,35.77705225,139.8320687
"Space Hostel Tokyo","Iriya",0.323113181352463,35.7215633,139.7854523
"Stayto (former: Oak Hotel)","Inaricho",0.175787957572961,35.71141397,139.7826734
"Tadaima Japan Shinjuku Ryokan","Yotsuya-sanchome",0.336622619128103,35.6877469,139.7201721
"The Millennials Shibuya","Shibuya",0.474425138163516,35.65820823,139.7015607
"The Prime Pod Ginza Tokyo","Higashi-ginza",0.195039904328647,35.670715,139.7683097
"Toco Tokyo Heritage Hostel","Iriya",0.147330246211291,35.7215633,139.7854523
"Tokyo Hostel ENISHI","Naka-meguro",1.83282355875235,35.6443281,139.6991511
"Tokyo Hostel Fuji","Nakano-shimbashi",0.102464763189479,35.692021,139.6738042
"Tokyo House Inn","Higashi-shinjuku",0.353070272001207,35.6989445,139.7077279
"Tokyo Hutte","Oshiage",0.253204848972363,35.7106447,139.8132275
"Tokyo Sumidagawa Youth Hostel","Tawaramachi",1.19922861446349,35.709842,139.7907747
"TOKYO-W-INN Asakusa","Tawaramachi",0.21903081088155,35.709842,139.7907747
"Train Hostel HOKUTOSEI","Kodemmacho",0.494505499927707,35.6913621,139.7784791
"Turn Table Hostel","Shibuya",0.84174414029347,35.65820823,139.7015607
"Uno Ueno","Naka-okachimachi",0.367492415698227,35.7064914,139.7761952
"Unplan Kagurazaka","Kagurazaka",0.314456898796999,35.70400224,139.7345499
"WIRED HOTEL Asakusa","Asakusa",0.659129798354809,35.71085336,139.7978265
"Wise Owl Hostels Shibuya","Shibuya",1.17698045357196,35.65820823,139.7015607
"Wise Owl Hostels Tokyo","Hatchobori",0.112782058755162,35.674006,139.7764689
"With B","Akasaka",0.447400197246693,35.6715627,139.7358165
"YADOYA Guesthouse Green","Nakano",0.301499024986045,35.7048964,139.6658548
"YADOYA Guesthouse Orange","Nakano",0.244736841366582,35.7048964,139.6658548
"YAWP! backpackers","Ayase",4.2017504744315,35.7622536,139.8240857
"Zabutton Hostel","Azabu-juban",0.56032265114215,35.6567021,139.7361025
"""Bike & Bed"" CharinCo Hostel","Tanimachi Yonchome",0.324980126115165,34.6821069,135.5172527
"Air Osaka Hostel","Kitakagaya",0.209973381054311,34.6214001,135.4789988
"Ark Hostel","Higobashi",0.094846780560899,34.691077,135.4964399
"B&S Eco Cube Shinsaibashi","Yotsubashi",0.438446584340327,34.6741351,135.496727
"Backpackers Hotel Toyo Osaka","Dobutsuen-mae",0.0823342082600344,34.6489686,135.5035809
"Backstage Osaka Hostel & Bar","Tanimachi Kyuchome",0.245611386598742,34.666639,135.5159468
"Beehive Hostel Osaka","Nagahoribashi",0.329337184323342,34.6744602,135.5063311
"Bigtree Guesthouse","Nakamozu",23.147235369883,34.5561152,135.5055107
"Bonfire Hostel Osaka","Nishitanabe",0.755454722806447,34.6216124,135.5151386
"Bonsai Guest House","Tsuruhashi",0.760311947833076,34.6652458,135.530318
"Capsule Hotel Asahi Plaza Shinsaibashi","Yotsubashi",0.386252345441179,34.6741351,135.496727
"Casa Macondo","Sakuragawa",0.57529939733979,34.6684262,135.488266
"Coco Hostel Osaka","Nippombashi",0.341928649894025,34.6669677,135.5061197
"Daikoku Hostel","Daikokucho",0.119409567728382,34.6559111,135.4978446
"Dotombori Base","Nippombashi",0.121329064305691,34.6669677,135.5061197
"Drop Inn Osaka","Higashi-Ikoma Signal Station",0.150193032961673,34.7004523,135.4902226
"Ezstay Osaka","Tamatsukuri",0.336020228453058,34.6734694,135.532835
"Funtoco Backpackers Namba","Ebisucho",0.272147401029831,34.6549385,135.5055773
"Goen Lounge＆Stay","Takatsuki-shi",4.55380436725655,34.8498121,135.6231521
"Guest House La Kongo","Nippombashi",0.257192460726409,34.6669677,135.5061197
"Guest House Matsu","Hanazonocho",0.399958782851808,34.644166,135.496506
"Guest House ODORI","Fuminosato",0.468869429088303,34.6356639,135.5184136
"Guest House Onoya","Kyobashi",0.740225218789139,34.6966897,135.5339121
"Guesthouse Fujitatami","Nakamozu",10.5568071239839,34.5561152,135.5055107
"Guesthouse Gloire","Matsuyamachi",0.420166233233053,34.675552,135.5125589
"Guesthouse HetoGep","Nippombashi",0.138959188356301,34.6669677,135.5061197
"Guesthouse Morizou Female only","Morinomiya",0.613009528996044,34.6817307,135.5333561
"Guesthouse SAI","Moriguchi",0.378886186667647,34.7383302,135.5640688
"Guesthouse U-En","Higashi-Ikoma Signal Station",0.729473151151972,34.7004523,135.4902226
"Home Hostel Osaka","Dobutsuen-mae",0.392130375289456,34.6489686,135.5035809
"Hostel 64 Osaka","Nishi-Nagahori",0.33096044737865,34.6752108,135.4871747
"Hostel Bushi","Kyobashi",0.351695000232426,34.6966897,135.5339121
"Hostel Chillout","Sakuragawa",0.332871885022553,34.6684262,135.488266
"Hostel Ebisutei Souzou with Sake Bar","Ebisucho",0.126519461953163,34.6549385,135.5055773
"Hostel Enisia Namba","Nippombashi",0.287626053686434,34.6669677,135.5061197
"HOSTEL HYAKU","Nippombashi",0.451090061253959,34.6669677,135.5061197
"Hostel J Culture 168","Esaka",2.23714614668284,34.7586533,135.4970297
"Hostel Jin","Kujo",0.925531680628693,34.675207,135.4733981
"Hostel LnK (Lodging & Kin)","Ebisucho",0.322354317492284,34.6549385,135.5055773
"Hostel Mitsuwaya Osaka","Tanimachi Kyuchome",0.498743375425483,34.666639,135.5159468
"Hostel moku-moku","Awaji",0.157332881459975,34.7393654,135.5169941
"Hostel Q","Yotsubashi",0.568410547761846,34.6741351,135.496727
"Hostel Rakutsuki","Nippombashi",0.250679589803165,34.6669677,135.5061197
"Hostel Teltel Bouzu","Nagahoribashi",0.282513540998653,34.6744602,135.5063311
"HOSTEL WASABI Osaka Bed with Library","Nippombashi",0.214802660227811,34.6669677,135.5061197
"Hotel Cargo Shinsaibashi","Shinsaibashi",0.482613881821106,34.6747701,135.5003959
"Hotel Chuo","Dobutsuen-mae",0.0940866987735505,34.6489686,135.5035809
"Hotel Mikado","Dobutsuen-mae",0.120823233721649,34.6489686,135.5035809
"Hotel Raizan South","Dobutsuen-mae",0.0887862921431186,34.6489686,135.5035809
"Hotel Shin-Imamiya","Dobutsuen-mae",0.207345987899385,34.6489686,135.5035809
"Hotel Sun Plaza","Dobutsuen-mae",0.184318569915421,34.6489686,135.5035809
"Hotel Taiyo","Dobutsuen-mae",0.12810540266291,34.6489686,135.5035809
"Hotel Wako","Dobutsuen-mae",0.369152388884558,34.6489686,135.5035809
"Idocoro","Kitahama",0.409411786544378,34.6905957,135.5065989
"Ikidane House Namba","Dobutsuen-mae",0.187901339422434,34.6489686,135.5035809
"iloha Hostel Namba Shinsaibashi","Shinsaibashi",0.266991804245479,34.6747701,135.5003959
"IM Guest House","Tsuruhashi",0.927546833789404,34.6652458,135.530318
"J-Hoppers Osaka Guesthouse","Higashi-Ikoma Signal Station",0.593984162557288,34.7004523,135.4902226
"J-Hoppers Osaka Universal","Asashiobashi",1.69079359293969,34.660821,135.4487601
"Kaneyoshi Ryokan, Namba Dotombori","Nippombashi",0.261643034851294,34.6669677,135.5061197
"Ken's House","Namba",0.4275237426166,34.6629331,135.5022953
"Khaosan World Namba","Namba",0.590652855864424,34.6629331,135.5022953
"Khaosan World Tennoji Hostel","Tennoji",0.440360569089143,34.6473102,135.513869
"Kintetsu Friendly Hostel -Osaka Tennoji Park-","Tennoji",0.198024217699222,34.6473102,135.513869
"Lore Hostel Dontonbori","Nippombashi",0.233337506073627,34.6669677,135.5061197
"Lucky's","Dobutsuen-mae",0.15130571408003,34.6489686,135.5035809
"Music Uni Street Backpackers Hostel","Esaka",2.8095325949026,34.7586533,135.4970297
"Osaka Fuku Hostel Nagomi","Nippombashi",0.0476601080060579,34.6669677,135.5061197
"Osaka Fuku Hostel Namba","Nippombashi",0.19084557616008,34.6669677,135.5061197
"Osaka Guest House Midoriya","Midoribashi",0.331813832459398,34.6806633,135.5451948
"Osaka Guesthouse Hive","Higashi-Ikoma Signal Station",0.204632534832316,34.7004523,135.4902226
"Osaka GuestHouse KOMA","Sakuragawa",0.119772300858586,34.6684262,135.488266
"Osaka Guesthouse Nest","Tennoji",0.890421664110858,34.6473102,135.513869
"Osaka Guesthouse Sakura","Minami-morimachi",0.514568888971133,34.6975494,135.5108639
"Osaka Guesthouse SUN","Sakuragawa",0.339776133524041,34.6684262,135.488266
"Osaka Hana Hostel","Yotsubashi",0.174874203090517,34.6741351,135.496727
"Osaka Hostel Kai","Nodahanshin",0.194241165140132,34.6942884,135.4748237
"Osaka International Youth Hostel","Nakamozu",7.12204762616745,34.5561152,135.5055107
"Osaka Namba Hostel MIYABI","Namba",0.517509737577915,34.6629331,135.5022953
"Oshiteruya","Imazato",0.173420010145522,34.6646652,135.5498616
"Peace House Abeno","Abeno",0.49604471882559,34.642719,135.5120601
"Peace House Sachi","Dobutsuen-mae",0.0832061542142742,34.6489686,135.5035809
"Peace House Showa","Dobutsuen-mae",0.449051568840042,34.6489686,135.5035809
"Peace House Suzunami","Tennoji",0.265840275252837,34.6473102,135.513869
"Picnic Hostel Osaka","Sakuragawa",0.127187783857447,34.6684262,135.488266
"Poly Hostel Osaka","Ebisucho",0.237661025935796,34.6549385,135.5055773
"Prime Inn Shinsaibashi","Nagahoribashi",0.325735512320237,34.6744602,135.5063311
"Qoo Ebisucho","Ebisucho",0.230439792064225,34.6549385,135.5055773
"Roots Hostel","Hommachi",0.440435893628859,34.6820067,135.4988295
"Sakura Guest House","Nippombashi",0.194787743862137,34.6669677,135.5061197
"Sakura La An","Minami-morimachi",0.284536101712158,34.6975494,135.5108639
"Senba Hostel","Nagahoribashi",0.408735327107836,34.6744602,135.5063311
"Shin-Osaka Tomato Guest House","Minamikata",0.452017599168807,34.7257421,135.4995491
"Shin-Osaka Youth Hostel","Shin-Osaka",0.355459623198522,34.73355797,135.500217
"Tani9 Backpackers Osaka","Tanimachi Kyuchome",0.215710647388659,34.666639,135.5159468
"The Blend Inn","Tamagawa",1.52828285641568,34.6894491,135.4762889
"The Pax Hostel/Records/More","Ebisucho",0.247551427836048,34.6549385,135.5055773
"Umbrella House Osaka","Minami-Tatsumi",0.719258139536864,34.6431864,135.5532536
"Very Hostel Namba","Sakuragawa",0.5331377483428,34.6684262,135.488266
"Backpackers Hostel K's House Kyoto","Kyoto",0.668345342987944,34.9861885,135.7590433
"Bird Hostel","Marutamachi",0.119717044027519,35.016855,135.759738
"Book and Bed Tokyo - Kyoto","Hyotan-yama",0.37086986079761,35.0037565,135.7687486
"Capsule Resort Kyoto Square","Karasuma Oike",0.568277290065371,35.009992,135.7596091
"Centurion Cabin & Spa Kyoto","Shijo",0.213542914317596,35.0024081,135.7597178
"Chaganjutei","Ogura",1.84043038162017,34.8931814,135.7817732
"Colours","Shijo",0.5423178079131,35.0024081,135.7597178
"Comics & CapsuleHotel COMICAP kyotoshinkyogoku","Hyotan-yama",0.20896653622457,35.0037565,135.7687486
"Downtown Inn Kyoto","Shijo",0.521950102019274,35.0024081,135.7597178
"Fairfield House","Shijo",0.765429835148348,35.0024081,135.7597178
"Friends Kyo","Hyotan-yama",0.384194509505374,35.0037565,135.7687486
"Gion Ryokan Q-beh","Hyotan-yama",1.01572361309354,35.0037565,135.7687486
"Gojo Guest House","Hyotan-yama",0.97197337464999,35.0037565,135.7687486
"Gojo Guesthouse - Annex","Hyotan-yama",0.890715607555004,35.0037565,135.7687486
"Grids Kyoto Shijo Kawaramachi Hotel & Hostel","Hyotan-yama",0.371939742593783,35.0037565,135.7687486
"Guest House Bola-Bola","Marutamachi",5.30244292801327,35.016855,135.759738
"Guest House Ga-Jyun","Hyotan-yama",1.45823741314919,35.0037565,135.7687486
"Guest House Hachi","Kyoto",1.5352782950592,34.9861885,135.7590433
"Guest House Hitsuji-An","Karasuma Oike",0.480233276366894,35.009992,135.7596091
"Guest House Kyoto Inn","Toji",1.41604834906597,34.9799452,135.7526359
"Guest House Renjishi Kabuki","Gojo",0.840423424733083,34.9954343,135.7597179
"Guest House Shiori Ann","Gojo",0.0816862484121434,34.9954343,135.7597179
"Guest House Yahata","Gojo",0.511130372030057,34.9954343,135.7597179
"Guest House YULULU","Karasuma Oike",0.275578505447898,35.009992,135.7596091
"Guesthouse Origami","Shijo",0.445798866290103,35.0024081,135.7597178
"Guesthouse Shitamachi-Kujo","Kujo",0.355414204151968,34.9795635,135.7597118
"Guesthouse Soi","Hyotan-yama",1.56281677476258,35.0037565,135.7687486
"HARUYA Hostels Aqua","Kyoto",0.977605997075528,34.9861885,135.7590433
"Hostel Ebi","Shijo",0.3034046513903,35.0024081,135.7597178
"Hostel Ginkakuji","Imadegawa",2.91857817940022,35.0298223,135.7593593
"Hostel HARUYA Kyoto","Hyotan-yama",1.08377780534905,35.0037565,135.7687486
"Hostel Kyoto Kizuna","Gojo",0.335330379179963,34.9954343,135.7597179
"Hostel Mundo","Marutamachi",1.14490606966844,35.016855,135.759738
"Hostel Mundo Chiquito","Marutamachi",0.601516201146334,35.016855,135.759738
"HOSTEL WASABI Kyoto Machiya Soba","Imadegawa",1.1609791468612,35.0298223,135.7593593
"Ikoi-no-Ie Kyoto","Gojo",0.288992009213625,34.9954343,135.7597179
"Imano Kyoto Kiyomizu Hostel","Hyotan-yama",1.13046581049901,35.0037565,135.7687486
"J-Hoppers Kyoto Guest House","Kujo",0.174040011645746,34.9795635,135.7597118
"Jam Hostel Kyoto Gion","Hyotan-yama",0.3550280039882,35.0037565,135.7687486
"Jiyujin","Gojo",0.140092357978882,34.9954343,135.7597179
"Khaosan Kyoto Guest House","Hyotan-yama",0.236427383715691,35.0037565,135.7687486
"Kyoto Be Open Hostel","Kujo",0.468287568017552,34.9795635,135.7597118
"Kyoto Guesthouse Roujiya","Karasuma Oike",1.30521062674765,35.009992,135.7596091
"Kyoto Hana Hostel","Kyoto",0.413451467163762,34.9861885,135.7590433
"Kyoto Morris Hostel","Marutamachi",0.748908097902927,35.016855,135.759738
"Kyoto Station Base","Kujo",0.180752052510498,34.9795635,135.7597118
"Kyoto Tsukiusagi","Kintetsu-Tambabashi",3.55923361240202,34.9384149,135.7663899
"Kyoto UTANO Youth Hostel","Shin-Omiya",4.87394713858925,35.044386,135.7484986
"Len Kyoto","Hyotan-yama",0.572610014854855,35.0037565,135.7687486
"Mosaic Hostel Kyoto","Toji",0.241472645822943,34.9799452,135.7526359
"Nagomi-Ryokan Yuu","Gojo",0.383362889098097,34.9954343,135.7597179
"O-yado Sato","Gojo",0.389485631194008,34.9954343,135.7597179
"Okara Guesthouse","Gojo",0.531186886652791,34.9954343,135.7597179
"OKI's Inn","Hyotan-yama",1.07654351306282,35.0037565,135.7687486
"Peace House Sakura","Hyotan-yama",0.974809827912933,35.0037565,135.7687486
"Piece Hostel Kyoto","Kyoto",0.400567257612102,34.9861885,135.7590433
"Piece Hostel Sanjo","Karasuma Oike",0.508808744513403,35.009992,135.7596091
"R.Star Hostel Kyoto","Gojo",0.309323396782152,34.9954343,135.7597179
"RokuRoku","Hyotan-yama",2.81762830566238,35.0037565,135.7687486
"Santiago Guesthouse Kyoto","Hyotan-yama",1.22126628497599,35.0037565,135.7687486
"Small World Guesthouse in Kyoto","Shin-Omiya",0.26920501787868,35.044386,135.7484986
"Sparkling Dolphins Inn Kyoto","Kujo",0.287016370662,34.9795635,135.7597118
"Suzuki Guesthouse","Marutamachi",1.33086284355955,35.016855,135.759738
"Tabetoma Nijo Castle","Marutamachi",1.08895737130938,35.016855,135.759738
"Talbot","Karasuma Oike",1.16091493691923,35.009992,135.7596091
"Tanaka Gokurakudo Guest House","Kyoto",0.309920429260548,34.9861885,135.7590433
"The Lower East Nine Hostel","Kujo",0.0347105522057506,34.9795635,135.7597118
"The Millennials Kyoto","Hyotan-yama",0.417871186589498,35.0037565,135.7687486
"THE NEXT DOOR lower east nine hostel","Toji",0.250379099855983,34.9799452,135.7526359
"The Prime Pod Kyoto","Hyotan-yama",0.608009754874628,35.0037565,135.7687486
"Tomato Kyoto Station","Kyoto",0.661450702603625,34.9861885,135.7590433
"You En Me House","Gojo",0.994275296672627,34.9954343,135.7597179
"& And Hostel","Nakasu-Kawabata",0.227848809146881,33.5945858,130.4062472
"Bed Stock","Akasaka",0.0716905853813679,33.5890681,130.3906318
"Book And Bed Tokyo Fukuoka","Tenjin",0.0958987507512983,33.5914006,130.3988788
"Common de Hostel & Bar","Nakasu-Kawabata",0.456353405602982,33.5945858,130.4062472
"Fukuoka Backpackers Hostel","Higashi-Hie",0.689599324323203,33.5897427,130.4312804
"Fukuoka Hana Hostel","Nakasu-Kawabata",0.391154553976398,33.5945858,130.4062472
"Guest House Hokorobi","Muromi",0.375236757479039,33.5809624,130.3399921
"Guest House Kaine","Nakasu-Kawabata",0.323536015706097,33.5945858,130.4062472
"Harborside Guest House MINATO","Gofukumachi",0.656708731403476,33.5978937,130.4095442
"HATAGO tenjin","Tenjin",0.376382114693371,33.5914006,130.3988788
"Kia Ora Budgetstay","Hakata",0.62329357738319,33.5897275,130.4207274
"montan HAKATA","Higashi-Hie",0.326242991525904,33.5897427,130.4312804
"Norishico Auto Guesthouse","Fukuokakuko�(Airport)",13.9401835628406,33.597226,130.4482244
"Tabicolle Backpackers","Hakata",0.926003730998598,33.5897275,130.4207274
"THE LIFE hostel & bar lounge","Gion",0.428525559255783,33.5940958,130.4145184
"Tonagi Hostel × Cafe","Chiyo-Kenchoguchi",0.16084866265406,33.6028022,130.4145758
"WeBase HAKATA","Nakasu-Kawabata",0.223110619740597,33.5945858,130.4062472
"36Hostel","Kencho-mae",0.91368789921731,34.3963499,132.4580612
"Backpackers Hostel K's House Hiroshima","Kencho-mae",1.50875987122884,34.3963499,132.4580612
"Guest House Com Inn Hiroshima","Johoku",1.38893837807831,34.4054915,132.4588951
"Guest House Roku","Shin-Hakushima",0.430936312366379,34.4084597,132.4611716
"Guesthouse Hiroshima Mange Tak","Hondori",1.04881061415452,34.3933943,132.4569995
"Hiroshima Hana Hostel","Kencho-mae",1.90474006659252,34.3963499,132.4580612
"Hiroshima Hostel EN","Johoku",0.794252186560653,34.4054915,132.4588951
"Hostel & Cafe Bar Backpackers Miyajima","Koiki-koen-mae",16.4593749630888,34.4354518,132.4001697
"Hostel Mallika","Hondori",0.758161033611349,34.3933943,132.4569995
"J-Hoppers Hiroshima Guesthouse","Hondori",0.896050792548435,34.3933943,132.4569995
"Kyoubashi Ryokan","Kencho-mae",1.29300944718328,34.3963499,132.4580612
"Omotenashi Hostel Miyajima","Koiki-koen-mae",13.1927841832273,34.4354518,132.4001697
"Santiago Guesthouse Hiroshima","Hondori",0.402778575879041,34.3933943,132.4569995
"The Evergreen Hostel","Kencho-mae",0.78031675173615,34.3963499,132.4580612
